PERMNO,date,COMNAM,PRC,VOL,RET,SHROUT,sprtrn
10107,20070103,MICROSOFT CORP,29.86000,77630458,0.000000,9777000,-0.001199
10107,20070104,MICROSOFT CORP,29.81000,46650955,-0.001675,9777000,0.001228
10107,20070105,MICROSOFT CORP,29.64000,44681937,-0.005703,9777000,-0.006085
10107,20070108,MICROSOFT CORP,29.93000,52021978,0.009784,9777000,0.002220
10107,20070109,MICROSOFT CORP,29.96000,44708046,0.001002,9777000,-0.000517
10107,20070110,MICROSOFT CORP,29.66000,56867092,-0.010013,9777000,0.001940
10107,20070111,MICROSOFT CORP,30.70000,99520582,0.035064,9777000,0.006340
10107,20070112,MICROSOFT CORP,31.21000,104312728,0.016612,9777000,0.004853
10107,20070116,MICROSOFT CORP,31.16000,62442064,-0.001602,9777000,0.000818
10107,20070117,MICROSOFT CORP,31.10000,60649602,-0.001926,9777000,-0.000894
10107,20070118,MICROSOFT CORP,31.00000,56383521,-0.003215,9777000,-0.002971
10107,20070119,MICROSOFT CORP,31.11000,76213519,0.003548,9777000,0.002895
10107,20070122,MICROSOFT CORP,30.72000,56278458,-0.012536,9792314,-0.005278
10107,20070123,MICROSOFT CORP,30.74000,49460050,0.000651,9792314,0.003542
10107,20070124,MICROSOFT CORP,31.09000,58558947,0.011386,9792314,0.008501
10107,20070125,MICROSOFT CORP,30.45000,99445532,-0.020585,9792314,-0.011270
10107,20070126,MICROSOFT CORP,30.60000,96140717,0.004926,9792314,-0.001208
10107,20070129,MICROSOFT CORP,30.53000,57758185,-0.002288,9792314,-0.001097
10107,20070130,MICROSOFT CORP,30.48000,65308929,-0.001638,9792314,0.005772
10107,20070131,MICROSOFT CORP,30.86000,74016311,0.012467,9792314,0.006593
10107,20070201,MICROSOFT CORP,30.56000,55367062,-0.009721,9792314,0.005354
10107,20070202,MICROSOFT CORP,30.19000,60643766,-0.012107,9792314,0.001694
10107,20070205,MICROSOFT CORP,29.61000,101583497,-0.019212,9792314,-0.000967
10107,20070206,MICROSOFT CORP,29.51000,79323602,-0.003377,9792314,0.000698
10107,20070207,MICROSOFT CORP,29.37000,65154614,-0.004744,9792314,0.001395
10107,20070208,MICROSOFT CORP,29.26000,49151787,-0.003745,9792314,-0.001179
10107,20070209,MICROSOFT CORP,28.98000,70221026,-0.009569,9792314,-0.007077
10107,20070212,MICROSOFT CORP,28.94000,52812852,-0.001380,9792314,-0.003261
10107,20070213,MICROSOFT CORP,29.03000,50417485,0.006565,9792314,0.007597
10107,20070214,MICROSOFT CORP,29.40000,55591266,0.012745,9792314,0.007644
10107,20070215,MICROSOFT CORP,29.46000,64003176,0.002041,9792314,0.001038
10107,20070216,MICROSOFT CORP,28.74000,109553235,-0.024440,9792314,-0.000872
10107,20070220,MICROSOFT CORP,28.83000,53990560,0.003132,9792314,0.002844
10107,20070221,MICROSOFT CORP,29.35000,69530267,0.018037,9792314,-0.001404
10107,20070222,MICROSOFT CORP,29.39000,57816174,0.001363,9792314,-0.000858
10107,20070223,MICROSOFT CORP,28.90000,63864666,-0.016672,9792314,-0.003564
10107,20070226,MICROSOFT CORP,29.07000,67584477,0.005882,9792314,-0.001254
10107,20070227,MICROSOFT CORP,27.87000,87693760,-0.041280,9792314,-0.034725
10107,20070228,MICROSOFT CORP,28.17000,86470000,0.010764,9792314,0.005561
10107,20070301,MICROSOFT CORP,28.09000,80057439,-0.002840,9792314,-0.002595
10107,20070302,MICROSOFT CORP,27.76000,63300143,-0.011748,9792314,-0.011403
10107,20070305,MICROSOFT CORP,27.54990,56465969,-0.007568,9792314,-0.009408
10107,20070306,MICROSOFT CORP,27.83000,49392053,0.010167,9792314,0.015494
10107,20070307,MICROSOFT CORP,27.61000,54017594,-0.007905,9792314,-0.002465
10107,20070308,MICROSOFT CORP,27.32000,72214365,-0.010503,9792314,0.007127
10107,20070309,MICROSOFT CORP,27.29000,80263607,-0.001098,9792314,0.000685
10107,20070312,MICROSOFT CORP,27.44000,36555521,0.005497,9792314,0.002673
10107,20070313,MICROSOFT CORP,26.72000,75253547,-0.026239,9792314,-0.020368
10107,20070314,MICROSOFT CORP,27.40000,75809727,0.025449,9792314,0.006691
10107,20070315,MICROSOFT CORP,27.28000,51824826,-0.004380,9792314,0.003684
10107,20070316,MICROSOFT CORP,27.33000,65324925,0.001833,9792314,-0.003828
10107,20070319,MICROSOFT CORP,27.83000,53297510,0.018295,9792314,0.010894
10107,20070320,MICROSOFT CORP,27.84000,47923954,0.000359,9792314,0.006334
10107,20070321,MICROSOFT CORP,28.52000,76197754,0.024425,9792314,0.017081
10107,20070322,MICROSOFT CORP,28.27000,49515105,-0.008766,9792314,-0.000348
10107,20070323,MICROSOFT CORP,28.02000,50528308,-0.008843,9792314,0.001094
10107,20070326,MICROSOFT CORP,28.22000,47496174,0.007138,9792314,0.000968
10107,20070327,MICROSOFT CORP,27.72000,58981972,-0.017718,9792314,-0.006184
10107,20070328,MICROSOFT CORP,27.64000,49166541,-0.002886,9792314,-0.007966
10107,20070329,MICROSOFT CORP,27.75000,42631840,0.003980,9792314,0.003740
10107,20070330,MICROSOFT CORP,27.87000,47071100,0.004324,9572000,-0.001174
10107,20070402,MICROSOFT CORP,27.74000,42002783,-0.004665,9572000,0.002597
10107,20070403,MICROSOFT CORP,27.87000,42651376,0.004686,9572000,0.009280
10107,20070404,MICROSOFT CORP,28.50000,63259241,0.022605,9572000,0.001113
10107,20070405,MICROSOFT CORP,28.55000,30196555,0.001754,9572000,0.003050
10107,20070409,MICROSOFT CORP,28.57000,31466880,0.000701,9572000,0.000589
10107,20070410,MICROSOFT CORP,28.40000,38678735,-0.005950,9572000,0.002617
10107,20070411,MICROSOFT CORP,28.11000,44367395,-0.010211,9572000,-0.006573
10107,20070412,MICROSOFT CORP,28.54000,43775550,0.015297,9572000,0.006206
10107,20070413,MICROSOFT CORP,28.61000,36133209,0.002453,9572000,0.003488
10107,20070416,MICROSOFT CORP,28.73000,30742957,0.004194,9572000,0.010751
10107,20070417,MICROSOFT CORP,28.85000,33170254,0.004177,9572000,0.002050
10107,20070418,MICROSOFT CORP,28.60000,41931046,-0.008666,9572000,0.000693
10107,20070419,MICROSOFT CORP,28.69000,44833990,0.003147,9572000,-0.001202
10107,20070420,MICROSOFT CORP,29.02000,61666264,0.011502,9572000,0.009261
10107,20070423,MICROSOFT CORP,28.78000,42071627,-0.008270,9566808,-0.002304
10107,20070424,MICROSOFT CORP,28.79000,34275129,0.000347,9566808,-0.000351
10107,20070425,MICROSOFT CORP,28.99000,39491836,0.006947,9566808,0.010139
10107,20070426,MICROSOFT CORP,29.10000,70220353,0.003794,9566808,-0.000782
10107,20070427,MICROSOFT CORP,30.12000,128339168,0.035052,9566808,-0.000120
10107,20070430,MICROSOFT CORP,29.94000,68330869,-0.005976,9566808,-0.007831
10107,20070501,MICROSOFT CORP,30.40000,74201921,0.015364,9566808,0.002651
10107,20070502,MICROSOFT CORP,30.61000,81355531,0.006908,9566808,0.006472
10107,20070503,MICROSOFT CORP,30.97000,82053032,0.011761,9566808,0.004325
10107,20070504,MICROSOFT CORP,30.56000,104417842,-0.013239,9566808,0.002150
10107,20070507,MICROSOFT CORP,30.71000,60330407,0.004908,9566808,0.002564
10107,20070508,MICROSOFT CORP,30.75000,60585329,0.001303,9566808,-0.001166
10107,20070509,MICROSOFT CORP,30.77990,51819895,0.000972,9566808,0.003223
10107,20070510,MICROSOFT CORP,30.58000,55430450,-0.006494,9566808,-0.013956
10107,20070511,MICROSOFT CORP,30.89000,43679306,0.010137,9566808,0.009641
10107,20070514,MICROSOFT CORP,30.97000,70320835,0.002590,9566808,-0.001793
10107,20070515,MICROSOFT CORP,30.90000,75066602,0.000969,9566808,-0.001304
10107,20070516,MICROSOFT CORP,31.07000,45841837,0.005502,9566808,0.008626
10107,20070517,MICROSOFT CORP,30.98000,41858216,-0.002897,9566808,-0.000918
10107,20070518,MICROSOFT CORP,30.83000,58464208,-0.004842,9566808,0.006610
10107,20070521,MICROSOFT CORP,31.05000,43931636,0.007136,9566808,0.001543
10107,20070522,MICROSOFT CORP,30.69000,40160292,-0.011594,9566808,-0.000643
10107,20070523,MICROSOFT CORP,30.58000,46392787,-0.003584,9566808,-0.001207
10107,20070524,MICROSOFT CORP,30.17000,47726716,-0.013407,9566808,-0.009703
10107,20070525,MICROSOFT CORP,30.48000,47725516,0.010275,9566808,0.005453
10107,20070529,MICROSOFT CORP,30.79000,42378445,0.010171,9566808,0.001570
10107,20070530,MICROSOFT CORP,31.11000,57484053,0.010393,9566808,0.007984
10107,20070531,MICROSOFT CORP,30.69010,86433177,-0.013497,9566808,0.000255
10107,20070601,MICROSOFT CORP,30.59000,39510885,-0.003262,9566808,0.003737
10107,20070604,MICROSOFT CORP,30.71500,41445058,0.004086,9566808,0.001849
10107,20070605,MICROSOFT CORP,30.58000,44287491,-0.004395,9566808,-0.005347
10107,20070606,MICROSOFT CORP,30.29000,38260861,-0.009483,9566808,-0.008864
10107,20070607,MICROSOFT CORP,29.62000,72270555,-0.022120,9566808,-0.017570
10107,20070608,MICROSOFT CORP,30.05000,61262669,0.014517,9566808,0.011370
10107,20070611,MICROSOFT CORP,30.02000,48485758,-0.000998,9566808,0.000962
10107,20070612,MICROSOFT CORP,29.85000,57173731,-0.005663,9566808,-0.010682
10107,20070613,MICROSOFT CORP,30.39000,64518879,0.018090,9566808,0.015184
10107,20070614,MICROSOFT CORP,30.52000,59185179,0.004278,9566808,0.004816
10107,20070615,MICROSOFT CORP,30.49000,101828191,-0.000983,9566808,0.006527
10107,20070618,MICROSOFT CORP,30.51000,45671947,0.000656,9566808,-0.001213
10107,20070619,MICROSOFT CORP,30.46000,46804830,-0.001639,9566808,0.001731
10107,20070620,MICROSOFT CORP,30.01000,47110736,-0.014773,9566808,-0.013601
10107,20070621,MICROSOFT CORP,30.22000,57059364,0.006998,9566808,0.006180
10107,20070622,MICROSOFT CORP,29.49000,88491068,-0.024156,9566808,-0.012896
10107,20070625,MICROSOFT CORP,29.49000,53984230,0.000000,9566808,-0.003208
10107,20070626,MICROSOFT CORP,29.52000,48320518,0.001017,9566808,-0.003238
10107,20070627,MICROSOFT CORP,29.87000,55246266,0.011856,9566808,0.009009
10107,20070628,MICROSOFT CORP,29.83000,46191383,-0.001339,9566808,-0.000418
10107,20070629,MICROSOFT CORP,29.47000,71321820,-0.012068,9380000,-0.001567
10107,20070702,MICROSOFT CORP,29.74000,47503370,0.009162,9380000,0.010696
10107,20070703,MICROSOFT CORP,30.02000,35306732,0.009415,9380000,0.003580
10107,20070705,MICROSOFT CORP,29.99000,47845197,-0.000999,9380000,0.000348
10107,20070706,MICROSOFT CORP,29.97000,57603980,-0.000667,9380000,0.003304
10107,20070709,MICROSOFT CORP,29.87000,33900898,-0.003337,9380000,0.000921
10107,20070710,MICROSOFT CORP,29.33000,66434006,-0.018078,9380000,-0.014185
10107,20070711,MICROSOFT CORP,29.49000,48257763,0.005455,9380000,0.005721
10107,20070712,MICROSOFT CORP,30.07000,54301914,0.019668,9380000,0.019055
10107,20070713,MICROSOFT CORP,29.82000,42177303,-0.008314,9380000,0.003101
10107,20070716,MICROSOFT CORP,30.03000,47885559,0.007042,9380000,-0.001919
10107,20070717,MICROSOFT CORP,30.77990,77539532,0.024972,9380000,-0.000097
10107,20070718,MICROSOFT CORP,30.92000,64436862,0.004552,9380000,-0.002065
10107,20070719,MICROSOFT CORP,31.51000,121174346,0.019082,9380000,0.004469
10107,20070720,MICROSOFT CORP,31.16000,98370230,-0.011108,9380000,-0.012221
10107,20070723,MICROSOFT CORP,31.19000,48910516,0.000963,9380000,0.004869
10107,20070724,MICROSOFT CORP,30.80000,63057737,-0.012504,9380000,-0.019804
10107,20070725,MICROSOFT CORP,30.71000,55078953,-0.002922,9380000,0.004666
10107,20070726,MICROSOFT CORP,29.98000,87619427,-0.023771,9380000,-0.023339
10107,20070727,MICROSOFT CORP,29.39010,69225437,-0.019676,9380000,-0.015992
10107,20070730,MICROSOFT CORP,29.40000,67525450,0.000337,9380000,0.010254
10107,20070731,MICROSOFT CORP,28.99000,66689353,-0.013946,9380000,-0.012647
10107,20070801,MICROSOFT CORP,29.30000,80012068,0.010693,9375492,0.007243
10107,20070802,MICROSOFT CORP,29.52000,48046542,0.007509,9375492,0.004359
10107,20070803,MICROSOFT CORP,28.96010,69517282,-0.018967,9375492,-0.026586
10107,20070806,MICROSOFT CORP,29.54000,59524123,0.020024,9375492,0.024151
10107,20070807,MICROSOFT CORP,29.55000,49695208,0.000338,9375492,0.006159
10107,20070808,MICROSOFT CORP,30.00000,52295305,0.015228,9375492,0.014072
10107,20070809,MICROSOFT CORP,29.30000,73141527,-0.023333,9375492,-0.029650
10107,20070810,MICROSOFT CORP,28.71000,76601137,-0.020137,9375492,0.000379
10107,20070813,MICROSOFT CORP,28.63000,55617006,-0.002786,9375492,-0.000495
10107,20070814,MICROSOFT CORP,28.27000,42823635,-0.009081,9375492,-0.018157
10107,20070815,MICROSOFT CORP,28.10000,48120465,-0.006013,9375492,-0.013908
10107,20070816,MICROSOFT CORP,27.81000,81521176,-0.010320,9375492,0.003249
10107,20070817,MICROSOFT CORP,28.25000,76748357,0.015822,9375492,0.024567
10107,20070820,MICROSOFT CORP,28.26000,50757769,0.000354,9375492,-0.000270
10107,20070821,MICROSOFT CORP,28.07000,50842339,-0.006723,9375492,0.001086
10107,20070822,MICROSOFT CORP,28.22000,46021808,0.005344,9375492,0.011713
10107,20070823,MICROSOFT CORP,28.30000,33886369,0.002835,9375492,-0.001072
10107,20070824,MICROSOFT CORP,28.81000,45162653,0.018021,9375492,0.011535
10107,20070827,MICROSOFT CORP,28.49000,32791057,-0.011107,9375492,-0.008504
10107,20070828,MICROSOFT CORP,27.93000,44542982,-0.019656,9375492,-0.023473
10107,20070829,MICROSOFT CORP,28.59000,45575145,0.023630,9375492,0.021922
10107,20070830,MICROSOFT CORP,28.45000,33689914,-0.004897,9375492,-0.004181
10107,20070831,MICROSOFT CORP,28.73000,42788501,0.009842,9375492,0.011217
10107,20070904,MICROSOFT CORP,28.81000,45383482,0.002785,9375492,0.010468
10107,20070905,MICROSOFT CORP,28.48000,47993192,-0.011454,9375492,-0.011501
10107,20070906,MICROSOFT CORP,28.91000,45627095,0.015098,9375492,0.004252
10107,20070907,MICROSOFT CORP,28.44000,52163911,-0.016257,9401752,-0.016908
10107,20070910,MICROSOFT CORP,28.48000,37257551,0.001406,9401752,-0.001273
10107,20070911,MICROSOFT CORP,28.93000,34380780,0.015801,9401752,0.013632
10107,20070912,MICROSOFT CORP,28.93000,42472597,0.000000,9401752,0.000048
10107,20070913,MICROSOFT CORP,29.16000,35378314,0.007950,9401752,0.008420
10107,20070914,MICROSOFT CORP,29.04000,33498479,-0.004115,9401752,0.000202
10107,20070917,MICROSOFT CORP,28.72500,39537097,-0.010847,9401752,-0.005120
10107,20070918,MICROSOFT CORP,28.93000,77482751,0.007137,9401752,0.029208
10107,20070919,MICROSOFT CORP,28.67000,93843867,-0.008987,9401752,0.006086
10107,20070920,MICROSOFT CORP,28.42010,67169015,-0.008716,9401752,-0.006723
10107,20070921,MICROSOFT CORP,28.64990,135496978,0.008086,9401752,0.004609
10107,20070924,MICROSOFT CORP,29.08000,103958739,0.015012,9401752,-0.005256
10107,20070925,MICROSOFT CORP,29.55990,75621742,0.016503,9401752,-0.000343
10107,20070926,MICROSOFT CORP,29.50000,60365268,-0.002026,9401752,0.005411
10107,20070927,MICROSOFT CORP,29.49000,43409850,-0.000339,9401752,0.003907
10107,20070928,MICROSOFT CORP,29.46000,45821624,-0.001017,9355000,-0.003023
10107,20071001,MICROSOFT CORP,29.77010,43881346,0.010526,9355000,0.013290
10107,20071002,MICROSOFT CORP,29.70000,33718022,-0.002355,9355000,-0.000265
10107,20071003,MICROSOFT CORP,29.45250,37639055,-0.008333,9355000,-0.004552
10107,20071004,MICROSOFT CORP,29.71000,38044115,0.008743,9355000,0.002111
10107,20071005,MICROSOFT CORP,29.84000,45017669,0.004376,9355000,0.009560
10107,20071008,MICROSOFT CORP,29.84000,30222981,0.000000,9355000,-0.003217
10107,20071009,MICROSOFT CORP,30.09990,63624604,0.008710,9355000,0.008096
10107,20071010,MICROSOFT CORP,30.23000,32261203,0.004322,9355000,-0.001712
10107,20071011,MICROSOFT CORP,29.91000,50929590,-0.010586,9355000,-0.005158
10107,20071012,MICROSOFT CORP,30.17000,31121100,0.008693,9355000,0.004754
10107,20071015,MICROSOFT CORP,30.04000,47151599,-0.004309,9355000,-0.008381
10107,20071016,MICROSOFT CORP,30.32000,56349003,0.009321,9355000,-0.006573
10107,20071017,MICROSOFT CORP,31.08000,86412020,0.025066,9355000,0.001761
10107,20071018,MICROSOFT CORP,31.16000,49408278,0.002574,9355000,-0.000753
10107,20071019,MICROSOFT CORP,30.17000,75141830,-0.031771,9355000,-0.025616
10107,20071022,MICROSOFT CORP,30.51000,57145342,0.011269,9355439,0.003798
10107,20071023,MICROSOFT CORP,30.90000,49960615,0.012783,9355439,0.008803
10107,20071024,MICROSOFT CORP,31.25000,77969485,0.011327,9355439,-0.002441
10107,20071025,MICROSOFT CORP,31.99000,171823751,0.023680,9355439,-0.000976
10107,20071026,MICROSOFT CORP,35.03000,288468527,0.095030,9355439,0.013788
10107,20071029,MICROSOFT CORP,34.57000,114840981,-0.013132,9355439,0.003713
10107,20071030,MICROSOFT CORP,35.57000,107297523,0.028927,9355439,-0.006463
10107,20071031,MICROSOFT CORP,36.81000,186051512,0.034861,9355439,0.011992
10107,20071101,MICROSOFT CORP,37.06000,152647202,0.006792,9355439,-0.026423
10107,20071102,MICROSOFT CORP,37.06000,96419518,0.000000,9355439,0.000802
10107,20071105,MICROSOFT CORP,36.73000,75512135,-0.008905,9355439,-0.004955
10107,20071106,MICROSOFT CORP,36.41000,100988842,-0.008712,9355439,0.012049
10107,20071107,MICROSOFT CORP,35.52000,75028490,-0.024444,9355439,-0.029370
10107,20071108,MICROSOFT CORP,34.74000,133750017,-0.021959,9355439,-0.000576
10107,20071109,MICROSOFT CORP,33.73000,125120342,-0.029073,9355439,-0.014287
10107,20071112,MICROSOFT CORP,33.38000,84866086,-0.010376,9355439,-0.009988
10107,20071113,MICROSOFT CORP,34.46000,104313080,0.035650,9355439,0.029093
10107,20071114,MICROSOFT CORP,33.93000,84064706,-0.015380,9355439,-0.007069
10107,20071115,MICROSOFT CORP,33.76000,64515351,-0.005010,9355439,-0.013212
10107,20071116,MICROSOFT CORP,34.09000,71190406,0.009775,9355439,0.005230
10107,20071119,MICROSOFT CORP,33.96000,63026155,-0.003813,9355439,-0.017460
10107,20071120,MICROSOFT CORP,34.58000,100202747,0.018257,9355439,0.004486
10107,20071121,MICROSOFT CORP,34.23000,89523770,-0.010122,9355439,-0.015927
10107,20071123,MICROSOFT CORP,34.11000,33470085,-0.003506,9355439,0.016891
10107,20071126,MICROSOFT CORP,32.97000,80400085,-0.033421,9355439,-0.023239
10107,20071127,MICROSOFT CORP,33.06000,84180288,0.002730,9355439,0.014930
10107,20071128,MICROSOFT CORP,33.70000,88846429,0.019359,9355439,0.028560
10107,20071129,MICROSOFT CORP,33.59000,53634655,-0.003264,9355439,0.000477
10107,20071130,MICROSOFT CORP,33.60000,71371360,0.000298,9355439,0.007770
10107,20071203,MICROSOFT CORP,32.92000,62075661,-0.020238,9355439,-0.005887
10107,20071204,MICROSOFT CORP,32.77000,54801254,-0.004556,9355439,-0.006540
10107,20071205,MICROSOFT CORP,34.15000,85209330,0.042112,9355439,0.015190
10107,20071206,MICROSOFT CORP,34.55000,50632795,0.011713,9355439,0.015037
10107,20071207,MICROSOFT CORP,34.53000,40862786,-0.000579,9355439,-0.001778
10107,20071210,MICROSOFT CORP,34.76000,36084871,0.006661,9355439,0.007510
10107,20071211,MICROSOFT CORP,34.10000,55818705,-0.018987,9355439,-0.025271
10107,20071212,MICROSOFT CORP,34.47000,63476829,0.010851,9355439,0.006050
10107,20071213,MICROSOFT CORP,35.22000,74136704,0.021758,9355439,0.001224
10107,20071214,MICROSOFT CORP,35.31000,71943799,0.002555,9355439,-0.013746
10107,20071217,MICROSOFT CORP,34.39000,58445817,-0.026055,9355439,-0.015021
10107,20071218,MICROSOFT CORP,34.74000,54228786,0.010177,9355439,0.006280
10107,20071219,MICROSOFT CORP,34.79000,57528893,0.001439,9355439,-0.001361
10107,20071220,MICROSOFT CORP,35.52000,59037384,0.020983,9355439,0.004900
10107,20071221,MICROSOFT CORP,36.06000,83736092,0.015203,9355439,0.016670
10107,20071224,MICROSOFT CORP,36.58000,29622581,0.014420,9355439,0.008077
10107,20071226,MICROSOFT CORP,36.61000,30252673,0.000820,9355439,0.000809
10107,20071227,MICROSOFT CORP,35.97000,33442293,-0.017482,9355439,-0.014216
10107,20071228,MICROSOFT CORP,36.12000,33447189,0.004170,9355439,0.001436
10107,20071231,MICROSOFT CORP,35.60000,35232693,-0.014396,9329000,-0.006852
10107,20080102,MICROSOFT CORP,35.22000,63083943,-0.010674,9329000,-0.014438
10107,20080103,MICROSOFT CORP,35.37000,49601203,0.004259,9329000,0.000000
10107,20080104,MICROSOFT CORP,34.38000,72093831,-0.027990,9329000,-0.024552
10107,20080107,MICROSOFT CORP,34.61000,80226194,0.006690,9329000,0.003223
10107,20080108,MICROSOFT CORP,33.45000,79217360,-0.033516,9329000,-0.018352
10107,20080109,MICROSOFT CORP,34.44000,74319181,0.029596,9329000,0.013624
10107,20080110,MICROSOFT CORP,34.33000,72448176,-0.003194,9329000,0.007948
10107,20080111,MICROSOFT CORP,33.91000,55196661,-0.012234,9329000,-0.013595
10107,20080114,MICROSOFT CORP,34.39000,52792430,0.014155,9329000,0.010871
10107,20080115,MICROSOFT CORP,34.00000,61671682,-0.011340,9329000,-0.024925
10107,20080116,MICROSOFT CORP,33.23000,120781832,-0.022647,9329000,-0.005612
10107,20080117,MICROSOFT CORP,33.11000,94395855,-0.003611,9329000,-0.029093
10107,20080118,MICROSOFT CORP,33.01000,117593093,-0.003020,9306980,-0.006045
10107,20080122,MICROSOFT CORP,31.99000,108970026,-0.030900,9306980,-0.011085
10107,20080123,MICROSOFT CORP,31.93000,138027888,-0.001876,9306980,0.021442
10107,20080124,MICROSOFT CORP,33.25000,155793434,0.041340,9306980,0.010063
10107,20080125,MICROSOFT CORP,32.94000,197020231,-0.009323,9306980,-0.015872
10107,20080128,MICROSOFT CORP,32.72000,81019723,-0.006679,9306980,0.017556
10107,20080129,MICROSOFT CORP,32.60000,68023081,-0.003668,9306980,0.006152
10107,20080130,MICROSOFT CORP,32.20000,106433091,-0.012270,9306980,-0.004764
10107,20080131,MICROSOFT CORP,32.60000,104344599,0.012422,9306980,0.016772
10107,20080201,MICROSOFT CORP,30.44980,291147044,-0.065957,9306980,0.012238
10107,20080204,MICROSOFT CORP,30.19000,119912022,-0.008532,9306980,-0.010463
10107,20080205,MICROSOFT CORP,29.07000,137532818,-0.037098,9306980,-0.031995
10107,20080206,MICROSOFT CORP,28.52000,138315572,-0.018920,9306980,-0.007624
10107,20080207,MICROSOFT CORP,28.12000,165268252,-0.014025,9306980,0.007886
10107,20080208,MICROSOFT CORP,28.56000,124871993,0.015647,9306980,-0.004204
10107,20080211,MICROSOFT CORP,28.21000,156832301,-0.012255,9306980,0.005889
10107,20080212,MICROSOFT CORP,28.34000,84854862,0.004608,9306980,0.007266
10107,20080213,MICROSOFT CORP,28.96000,89040022,0.021877,9306980,0.013604
10107,20080214,MICROSOFT CORP,28.50000,69115662,-0.015884,9306980,-0.013421
10107,20080215,MICROSOFT CORP,28.42000,68166264,-0.002807,9306980,0.000838
10107,20080219,MICROSOFT CORP,28.17000,68254560,-0.004926,9306980,-0.000896
10107,20080220,MICROSOFT CORP,28.22000,93057524,0.001775,9306980,0.008341
10107,20080221,MICROSOFT CORP,28.10000,98794183,-0.004252,9306980,-0.012867
10107,20080222,MICROSOFT CORP,27.68000,125719830,-0.014947,9306980,0.007881
10107,20080225,MICROSOFT CORP,27.84000,110007374,0.005780,9306980,0.013813
10107,20080226,MICROSOFT CORP,28.38000,109187401,0.019397,9306980,0.006918
10107,20080227,MICROSOFT CORP,28.26000,75260140,-0.004228,9306980,-0.000919
10107,20080228,MICROSOFT CORP,27.93000,83102382,-0.011677,9306980,-0.008942
10107,20080229,MICROSOFT CORP,27.19990,117390135,-0.026140,9306980,-0.027090
10107,20080303,MICROSOFT CORP,26.99000,76582167,-0.007717,9306980,0.000534
10107,20080304,MICROSOFT CORP,27.59000,87925708,0.022230,9306980,-0.003448
10107,20080305,MICROSOFT CORP,28.11990,107448884,0.019206,9306980,0.005238
10107,20080306,MICROSOFT CORP,27.57000,92932797,-0.019556,9306980,-0.022014
10107,20080307,MICROSOFT CORP,27.87000,77908078,0.010881,9306980,-0.008410
10107,20080310,MICROSOFT CORP,28.05000,72538270,0.006458,9306980,-0.015463
10107,20080311,MICROSOFT CORP,29.28000,98770237,0.043850,9306980,0.037130
10107,20080312,MICROSOFT CORP,28.63000,75893699,-0.022200,9306980,-0.008996
10107,20080313,MICROSOFT CORP,28.62000,84587134,-0.000349,9306980,0.005127
10107,20080314,MICROSOFT CORP,27.96000,105082822,-0.023061,9306980,-0.020783
10107,20080317,MICROSOFT CORP,28.30000,84159830,0.012160,9306980,-0.008959
10107,20080318,MICROSOFT CORP,29.42000,83692495,0.039576,9306980,0.042410
10107,20080319,MICROSOFT CORP,28.62000,62178637,-0.027192,9306980,-0.024287
10107,20080320,MICROSOFT CORP,29.18000,60174053,0.019567,9306980,0.023944
10107,20080324,MICROSOFT CORP,29.17000,48297016,-0.000343,9306980,0.015321
10107,20080325,MICROSOFT CORP,29.14000,49269093,-0.001028,9306980,0.002304
10107,20080326,MICROSOFT CORP,28.56000,46040114,-0.019904,9306980,-0.008766
10107,20080327,MICROSOFT CORP,28.05000,47894557,-0.017857,9306980,-0.011460
10107,20080328,MICROSOFT CORP,27.91000,49262025,-0.004991,9306980,-0.007950
10107,20080331,MICROSOFT CORP,28.38000,46653844,0.016840,9310000,0.005687
10107,20080401,MICROSOFT CORP,29.49990,66050634,0.039461,9310000,0.035896
10107,20080402,MICROSOFT CORP,29.16000,49505157,-0.011522,9310000,-0.001934
10107,20080403,MICROSOFT CORP,29.00000,38965645,-0.005487,9310000,0.001302
10107,20080404,MICROSOFT CORP,29.16000,43899962,0.005517,9310000,0.000796
10107,20080407,MICROSOFT CORP,29.16000,44456679,0.000000,9310000,0.001562
10107,20080408,MICROSOFT CORP,28.75000,46573905,-0.014060,9310000,-0.005100
10107,20080409,MICROSOFT CORP,28.89000,45860829,0.004870,9310000,-0.008092
10107,20080410,MICROSOFT CORP,29.11000,65596908,0.007615,9310000,0.004474
10107,20080411,MICROSOFT CORP,28.28000,54315955,-0.028513,9310000,-0.020374
10107,20080414,MICROSOFT CORP,28.06000,43418295,-0.007779,9310000,-0.003384
10107,20080415,MICROSOFT CORP,28.25000,34310177,0.006771,9310000,0.004600
10107,20080416,MICROSOFT CORP,28.95000,54107335,0.024779,9310000,0.022691
10107,20080417,MICROSOFT CORP,29.22000,48776934,0.009326,9310000,0.000623
10107,20080418,MICROSOFT CORP,30.00000,73658814,0.026694,9310000,0.018139
10107,20080421,MICROSOFT CORP,30.42000,54412523,0.014000,9313293,-0.001554
10107,20080422,MICROSOFT CORP,30.25000,67392396,-0.005588,9313293,-0.008810
10107,20080423,MICROSOFT CORP,31.45000,98352026,0.039669,9313293,0.002900
10107,20080424,MICROSOFT CORP,31.80000,116471882,0.011129,9313293,0.006442
10107,20080425,MICROSOFT CORP,29.83000,145218951,-0.061950,9313293,0.006495
10107,20080428,MICROSOFT CORP,28.99000,97523305,-0.028160,9313293,-0.001052
